instant_day,dteday,season_day,yr_day,mnth_day,holiday_day,weekday_day,workingday_day,weathersit_day,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,cnt_day,instant_hour,season_hour,yr_hour,mnth_hour,hr,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,cnt_hour,season_desc_hour
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,27,1,0,1,2,0,0,0,2,0.42,0.4242,1.0,0.2836,1,8,9,Spring
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,28,1,0,1,3,0,0,0,2,0.46,0.4545,0.94,0.194,2,4,6,Spring
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,29,1,0,1,4,0,0,0,2,0.46,0.4545,0.94,0.194,2,1,3,Spring
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,30,1,0,1,6,0,0,0,3,0.42,0.4242,0.77,0.2985,0,2,2,Spring
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,31,1,0,1,7,0,0,0,2,0.4,0.4091,0.76,0.194,0,1,1,Spring
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,32,1,0,1,8,0,0,0,3,0.4,0.4091,0.71,0.2239,0,8,8,Spring
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,33,1,0,1,9,0,0,0,2,0.38,0.3939,0.76,0.2239,1,19,20,Spring
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,34,1,0,1,10,0,0,0,2,0.36,0.3485,0.81,0.2239,7,46,53,Spring
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,35,1,0,1,11,0,0,0,2,0.36,0.3333,0.71,0.2537,16,54,70,Spring
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,36,1,0,1,12,0,0,0,2,0.36,0.3333,0.66,0.2985,20,73,93,Spring
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,37,1,0,1,13,0,0,0,2,0.36,0.3485,0.66,0.1343,11,64,75,Spring
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,38,1,0,1,14,0,0,0,3,0.36,0.3485,0.76,0.194,4,55,59,Spring
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,39,1,0,1,15,0,0,0,3,0.34,0.3333,0.81,0.1642,19,55,74,Spring
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,40,1,0,1,16,0,0,0,3,0.34,0.3333,0.71,0.1642,9,67,76,Spring
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,41,1,0,1,17,0,0,0,1,0.34,0.3333,0.57,0.194,7,58,65,Spring
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,42,1,0,1,18,0,0,0,2,0.36,0.3333,0.46,0.3284,10,43,53,Spring
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,43,1,0,1,19,0,0,0,1,0.32,0.2879,0.42,0.4478,1,29,30,Spring
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,44,1,0,1,20,0,0,0,1,0.3,0.2727,0.39,0.3582,5,17,22,Spring
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,45,1,0,1,21,0,0,0,1,0.26,0.2273,0.44,0.3284,11,20,31,Spring
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,46,1,0,1,22,0,0,0,1,0.24,0.2121,0.44,0.2985,0,9,9,Spring
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,47,1,0,1,23,0,0,0,1,0.22,0.2273,0.47,0.1642,0,8,8,Spring
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,48,1,0,1,0,0,1,1,1,0.22,0.197,0.44,0.3582,0,5,5,Spring
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,49,1,0,1,1,0,1,1,1,0.2,0.1667,0.44,0.4179,0,2,2,Spring
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,50,1,0,1,4,0,1,1,1,0.16,0.1364,0.47,0.3881,0,1,1,Spring
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,51,1,0,1,5,0,1,1,1,0.16,0.1364,0.47,0.2836,0,3,3,Spring
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,52,1,0,1,6,0,1,1,1,0.14,0.1061,0.5,0.3881,0,30,30,Spring
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,53,1,0,1,7,0,1,1,1,0.14,0.1364,0.5,0.194,1,63,64,Spring
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,54,1,0,1,8,0,1,1,1,0.14,0.1212,0.5,0.2836,1,153,154,Spring
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,55,1,0,1,9,0,1,1,1,0.16,0.1364,0.43,0.3881,7,81,88,Spring
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,56,1,0,1,10,0,1,1,1,0.18,0.1667,0.43,0.2537,11,33,44,Spring
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,57,1,0,1,11,0,1,1,1,0.2,0.1818,0.4,0.3284,10,41,51,Spring
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,58,1,0,1,12,0,1,1,1,0.22,0.2121,0.35,0.2985,13,48,61,Spring
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,59,1,0,1,13,0,1,1,1,0.24,0.2121,0.35,0.2836,8,53,61,Spring
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,60,1,0,1,14,0,1,1,1,0.26,0.2424,0.3,0.2836,11,66,77,Spring
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,61,1,0,1,15,0,1,1,1,0.26,0.2424,0.3,0.2537,14,58,72,Spring
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,62,1,0,1,16,0,1,1,1,0.26,0.2424,0.3,0.2537,9,67,76,Spring
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,63,1,0,1,17,0,1,1,1,0.24,0.2273,0.3,0.2239,11,146,157,Spring
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,64,1,0,1,18,0,1,1,1,0.24,0.2576,0.32,0.1045,9,148,157,Spring
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,65,1,0,1,19,0,1,1,1,0.2,0.2576,0.47,0.0,8,102,110,Spring
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,66,1,0,1,20,0,1,1,1,0.2,0.2273,0.47,0.1045,3,49,52,Spring
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,67,1,0,1,21,0,1,1,1,0.18,0.197,0.64,0.1343,3,49,52,Spring
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,68,1,0,1,22,0,1,1,1,0.14,0.1515,0.69,0.1343,0,20,20,Spring
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,69,1,0,1,23,0,1,1,1,0.18,0.2121,0.55,0.1045,1,11,12,Spring
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,70,1,0,1,0,0,2,1,1,0.16,0.1818,0.55,0.1045,0,5,5,Spring
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,71,1,0,1,1,0,2,1,1,0.16,0.1818,0.59,0.1045,0,2,2,Spring
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,72,1,0,1,2,0,2,1,1,0.14,0.1515,0.63,0.1343,0,1,1,Spring
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,73,1,0,1,4,0,2,1,1,0.14,0.1818,0.63,0.0896,0,2,2,Spring
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,74,1,0,1,5,0,2,1,1,0.12,0.1515,0.68,0.1045,0,4,4,Spring
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,75,1,0,1,6,0,2,1,1,0.12,0.1515,0.74,0.1045,0,36,36,Spring
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,76,1,0,1,7,0,2,1,1,0.12,0.1515,0.74,0.1343,2,92,94,Spring
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,77,1,0,1,8,0,2,1,1,0.14,0.1515,0.69,0.1642,2,177,179,Spring
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,78,1,0,1,9,0,2,1,1,0.16,0.1515,0.64,0.2239,2,98,100,Spring
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,79,1,0,1,10,0,2,1,2,0.16,0.1364,0.69,0.3284,5,37,42,Spring
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,80,1,0,1,11,0,2,1,1,0.22,0.2121,0.51,0.2985,7,50,57,Spring
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,81,1,0,1,12,0,2,1,1,0.22,0.2273,0.51,0.1642,12,66,78,Spring
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,82,1,0,1,13,0,2,1,1,0.24,0.2273,0.56,0.194,18,79,97,Spring
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,83,1,0,1,14,0,2,1,1,0.26,0.2576,0.52,0.2239,9,54,63,Spring
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,84,1,0,1,15,0,2,1,1,0.28,0.2727,0.52,0.2537,17,48,65,Spring
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,85,1,0,1,16,0,2,1,1,0.3,0.2879,0.49,0.2537,15,68,83,Spring
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,86,1,0,1,17,0,2,1,1,0.28,0.2727,0.48,0.2239,10,202,212,Spring
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,87,1,0,1,18,0,2,1,1,0.26,0.2576,0.48,0.194,3,179,182,Spring
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,88,1,0,1,19,0,2,1,1,0.24,0.2576,0.48,0.1045,2,110,112,Spring
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,89,1,0,1,20,0,2,1,1,0.24,0.2576,0.48,0.1045,1,53,54,Spring
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,90,1,0,1,21,0,2,1,1,0.22,0.2727,0.64,0.0,0,48,48,Spring
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,91,1,0,1,22,0,2,1,1,0.22,0.2576,0.64,0.0896,1,34,35,Spring
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,92,1,0,1,23,0,2,1,1,0.2,0.2273,0.69,0.0896,2,9,11,Spring
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,93,1,0,1,0,0,3,1,1,0.2,0.2576,0.64,0.0,0,6,6,Spring
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,94,1,0,1,1,0,3,1,1,0.16,0.197,0.74,0.0896,0,6,6,Spring
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,95,1,0,1,2,0,3,1,1,0.16,0.197,0.74,0.0896,0,2,2,Spring
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,96,1,0,1,4,0,3,1,1,0.24,0.2273,0.48,0.2239,0,2,2,Spring
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,97,1,0,1,5,0,3,1,1,0.22,0.2273,0.47,0.1642,0,3,3,Spring
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,98,1,0,1,6,0,3,1,1,0.2,0.197,0.47,0.2239,0,33,33,Spring
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,99,1,0,1,7,0,3,1,1,0.18,0.1818,0.43,0.194,1,87,88,Spring
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,100,1,0,1,8,0,3,1,1,0.2,0.1818,0.4,0.2985,3,192,195,Spring
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,101,1,0,1,9,0,3,1,1,0.22,0.197,0.37,0.3284,6,109,115,Spring
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,102,1,0,1,10,0,3,1,1,0.22,0.197,0.37,0.3284,4,53,57,Spring
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,103,1,0,1,11,0,3,1,1,0.26,0.2273,0.33,0.3284,12,34,46,Spring
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,104,1,0,1,12,0,3,1,1,0.26,0.2273,0.33,0.3284,5,74,79,Spring
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,105,1,0,1,13,0,3,1,1,0.28,0.2576,0.3,0.2985,6,65,71,Spring
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,106,1,0,1,14,0,3,1,1,0.3,0.2879,0.28,0.194,10,52,62,Spring
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,107,1,0,1,15,0,3,1,1,0.3,0.2879,0.28,0.194,7,55,62,Spring
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,108,1,0,1,16,0,3,1,1,0.3,0.3182,0.28,0.0896,4,85,89,Spring
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,109,1,0,1,17,0,3,1,1,0.24,0.2273,0.38,0.194,4,186,190,Spring
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,110,1,0,1,18,0,3,1,1,0.24,0.2424,0.38,0.1343,3,166,169,Spring
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,111,1,0,1,19,0,3,1,1,0.24,0.2576,0.38,0.1045,5,127,132,Spring
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,112,1,0,1,20,0,3,1,1,0.22,0.2273,0.47,0.1642,7,82,89,Spring
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,113,1,0,1,21,0,3,1,1,0.2,0.197,0.51,0.194,3,40,43,Spring
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,114,1,0,1,22,0,3,1,1,0.18,0.197,0.55,0.1343,1,41,42,Spring
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,115,1,0,1,23,0,3,1,1,0.2,0.2576,0.47,0.0,1,18,19,Spring
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,116,1,0,1,0,0,4,1,1,0.18,0.2424,0.55,0.0,0,11,11,Spring
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,117,1,0,1,1,0,4,1,1,0.16,0.2273,0.64,0.0,0,4,4,Spring
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,118,1,0,1,2,0,4,1,1,0.16,0.2273,0.64,0.0,0,2,2,Spring
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,119,1,0,1,4,0,4,1,2,0.16,0.197,0.64,0.0896,0,1,1,Spring
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,120,1,0,1,5,0,4,1,2,0.14,0.1818,0.69,0.0896,0,4,4,Spring
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,121,1,0,1,6,0,4,1,2,0.14,0.1667,0.63,0.1045,0,36,36,Spring
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,122,1,0,1,7,0,4,1,2,0.16,0.2273,0.59,0.0,0,95,95,Spring
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,123,1,0,1,8,0,4,1,1,0.16,0.2273,0.59,0.0,3,216,219,Spring
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,124,1,0,1,9,0,4,1,2,0.18,0.2424,0.51,0.0,6,116,122,Spring
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,125,1,0,1,10,0,4,1,1,0.2,0.2576,0.47,0.0,3,42,45,Spring
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,126,1,0,1,11,0,4,1,1,0.22,0.2576,0.44,0.0896,2,57,59,Spring
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,127,1,0,1,12,0,4,1,1,0.26,0.2879,0.35,0.0,6,78,84,Spring
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,128,1,0,1,13,0,4,1,1,0.26,0.2727,0.35,0.1045,12,55,67,Spring
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,129,1,0,1,14,0,4,1,1,0.28,0.2727,0.36,0.1642,11,59,70,Spring
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,130,1,0,1,15,0,4,1,1,0.28,0.2727,0.36,0.0,8,54,62,Spring
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,131,1,0,1,16,0,4,1,1,0.26,0.2576,0.38,0.1642,12,74,86,Spring
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,132,1,0,1,17,0,4,1,1,0.22,0.2273,0.51,0.1642,9,163,172,Spring
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,133,1,0,1,18,0,4,1,1,0.22,0.2273,0.51,0.1343,5,158,163,Spring
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,134,1,0,1,19,0,4,1,1,0.22,0.2576,0.55,0.0896,3,109,112,Spring
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,135,1,0,1,20,0,4,1,1,0.2,0.2121,0.51,0.1642,3,66,69,Spring
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,136,1,0,1,21,0,4,1,2,0.22,0.2121,0.55,0.2239,0,48,48,Spring
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,137,1,0,1,22,0,4,1,2,0.22,0.2121,0.51,0.2836,1,51,52,Spring
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,138,1,0,1,23,0,4,1,2,0.2,0.197,0.59,0.194,4,19,23,Spring
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,139,1,0,1,0,0,5,1,2,0.2,0.197,0.64,0.194,4,13,17,Spring
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,140,1,0,1,1,0,5,1,2,0.2,0.197,0.69,0.2239,2,5,7,Spring
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,141,1,0,1,2,0,5,1,2,0.2,0.197,0.69,0.2239,0,1,1,Spring
